ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
922,922.0,B_WALL_TOIL0,WASTE DISPOSAL UNIT,Corvette,Utility Modules,B_WALL_TOIL0,,,prop/detail or unclassified,models/corvette/B_WALL_TOIL0.fbx,STRUCTURAL_OR_ARCHITECTURAL,3.000976,2.798462,0.578433,"[3.000976, 2.798462, 0.578433]","[3.000976, 0.578443, 2.798464]","[3.000977, 2.798462, 0.578433]","[0.000488, 1.498735, 0.193514]","[-0.000488, -1.498735, -0.193514]",-0.095703,0.48273,0.099503,2.897967,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.000976, 0.578434, 2.798462]","[0.578433, 2.798462, 3.000976]","[2.798462, 3.000977, 0.578433]","[1.500488, 0.289223, 1.399232]","[4.501465, 0.867666, 4.197696]","[6.001953, 1.156887, 5.596928]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
923,923.0,B_WALL_WIN1,IRREGULAR SALVAGED WINDOW,Builder Structures,"Walls, Doors and Windows",B_WALL_WIN1,,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALL_WIN1.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,3.373596,0.753662,"[5.429688, 3.373596, 0.753662]","[5.429688, 0.753674, 3.373599]","[5.429688, 3.373596, 0.753662]","[0.0, 1.686249, 0.000122]","[0.0, -1.686249, -0.000122]",-0.376709,0.376953,-0.000551,3.373048,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 0.753662, 3.373596]","[0.753662, 3.373596, 5.429688]","[3.373596, 5.429688, 0.753662]","[2.714844, 0.376837, 1.686799]","[8.144531, 1.130512, 5.060398]","[10.859375, 1.507349, 6.747198]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
924,924.0,B_WALL_WIN2,TWIN SALVAGED WINDOWS,Builder Structures,"Walls, Doors and Windows",B_WALL_WIN2,,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALL_WIN2.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,3.373596,0.753662,"[5.429688, 3.373596, 0.753662]","[5.429688, 0.753674, 3.373599]","[5.429688, 3.373596, 0.753662]","[0.0, 1.686249, 0.000122]","[0.0, -1.686249, -0.000122]",-0.376709,0.376953,-0.000551,3.373048,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 0.753662, 3.373596]","[0.753662, 3.373596, 5.429688]","[3.373596, 5.429688, 0.753662]","[2.714844, 0.376837, 1.686799]","[8.144531, 1.130512, 5.060398]","[10.859375, 1.507349, 6.747198]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
925,925.0,B_WALL_WIN3,HORIZONTAL SALVAGED WINDOW,Builder Structures,"Walls, Doors and Windows",B_WALL_WIN3,,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALL_WIN3.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,3.373596,0.753662,"[5.429688, 3.373596, 0.753662]","[5.429688, 0.753674, 3.373599]","[5.429688, 3.373596, 0.753662]","[0.0, 1.686249, 0.000122]","[0.0, -1.686249, -0.000122]",-0.376709,0.376953,-0.000551,3.373048,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 0.753662, 3.373596]","[0.753662, 3.373596, 5.429688]","[3.373596, 5.429688, 0.753662]","[2.714844, 0.376837, 1.686799]","[8.144531, 1.130512, 5.060398]","[10.859375, 1.507349, 6.747198]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
926,926.0,B_WALL_WIND0,PANELLED WINDOW,Corvette,Windows,B_WALL_WIND0,,BIGGS_WINDOW,window/jali/niche,models/corvette/B_WALL_WIND0.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.300781,2.904297,1.479736,"[6.300781, 2.904297, 1.479736]","[6.300781, 1.479747, 2.904302]","[6.300781, 2.904297, 1.479736]","[0.0, 1.452148, 0.577515]","[0.0, -1.452148, -0.577515]",-0.162354,1.317383,-5e-06,2.904297,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.300781, 1.479736, 2.904297]","[1.479737, 2.904297, 6.300781]","[2.904297, 6.300781, 1.479736]","[3.150391, 0.739874, 1.452151]","[9.451172, 2.21962, 4.356454]","[12.601562, 2.959494, 5.808604]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
927,927.0,B_WALL_WIND1,SEAMLESS WINDOW,Corvette,Windows,B_WALL_WIND1,,BIGGS_WINDOW,window/jali/niche,models/corvette/B_WALL_WIND1.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.300781,2.911774,1.463135,"[6.300781, 2.911774, 1.463135]","[6.300781, 1.463145, 2.911779]","[6.300781, 2.911774, 1.463135]","[0.0, 1.495285, 0.569214]","[0.0, -1.495285, -0.569214]",-0.162354,1.300781,0.039393,2.951172,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.300781, 1.463135, 2.911774]","[1.463135, 2.911774, 6.300781]","[2.911774, 6.300781, 1.463135]","[3.150391, 0.731573, 1.455889]","[9.451172, 2.194717, 4.367669]","[12.601562, 2.926291, 5.823558]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
928,928.0,B_WALL_WIND2,ROUNDED WINDOW,Corvette,Windows,B_WALL_WIND2,,BIGGS_WINDOW,window/jali/niche,models/corvette/B_WALL_WIND2.fbx,STRUCTURAL_OR_ARCHITECTURAL,6.0,2.790283,2.044922,"[6.0, 2.790283, 2.044922]","[6.0, 2.044932, 2.790291]","[6.0, 2.790283, 2.044922]","[0.0, 1.46228, 0.231445]","[0.0, -1.46228, -0.231445]",-0.791016,1.253906,0.067134,2.857425,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 2.044922, 2.790283]","[2.044922, 2.790283, 6.0]","[2.790284, 6.0, 2.044922]","[3.0, 1.022467, 1.395145]","[9.0, 3.067398, 4.185436]","[12.0, 4.089865, 5.580581]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
929,929.0,B_WALL_WINDOW,SALVAGED WINDOW,Builder Structures,"Walls, Doors and Windows",B_WALL_WINDOW,,WALL_;_WALL;WALL_;_WALL_T;WALL_;_WALL_B;WALL_;_WALL_H;WALL_;_WALL_H_T;WALL_;_FLOOR;WALL_;_FLOOR_Q_A;WALL_;_FLOOR_Q_B,window/jali/niche,models/builder_structures/B_WALL_WINDOW.fbx,STRUCTURAL_OR_ARCHITECTURAL,5.429688,3.373596,0.753662,"[5.429688, 3.373596, 0.753662]","[5.429688, 0.753674, 3.373599]","[5.429688, 3.373596, 0.753662]","[0.0, 1.686249, 0.000122]","[0.0, -1.686249, -0.000122]",-0.376709,0.376953,-0.000551,3.373048,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.429688, 0.753662, 3.373596]","[0.753662, 3.373596, 5.429688]","[3.373596, 5.429688, 0.753662]","[2.714844, 0.376837, 1.686799]","[8.144531, 1.130512, 5.060398]","[10.859375, 1.507349, 6.747198]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
930,930.0,B_WATERTOWER,ATLANTIDEUM REFINER,Decoration,Construction Parts,B_WATERTOWER,,,prop/detail or unclassified,models/decoration/B_WATERTOWER.fbx,DECORATION_MISC,3.8125,5.373581,4.574219,"[3.8125, 5.373581, 4.574219]","[3.8125, 4.574238, 5.373597]","[3.8125, 5.373581, 4.574219]","[-0.294922, 2.680397, 0.0]","[0.294922, -2.680397, 0.0]",-2.287109,2.287109,-0.006402,5.367196,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.8125, 4.574219, 5.373581]","[4.574219, 5.373581, 3.8125]","[5.373581, 3.8125, 4.574219]","[1.90625, 2.287119, 2.686799]","[5.71875, 6.861357, 8.060396]","[7.625, 9.148476, 10.747195]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
931,931.0,B_WNG_A,TITAN HEAVY BOOSTER,Corvette,Wings,B_WNG_A,,BIGGS_LWING,prop/detail or unclassified,models/corvette/B_WNG_A.fbx,CORVETTE,5.98761,6.956055,20.335938,"[5.98761, 6.956055, 20.335938]","[5.98761, 20.335963, 6.956128]","[5.98761, 6.956055, 20.335938]","[2.947601, 2.463379, -1.675781]","[-2.947601, -2.463379, 1.675781]",-11.84375,8.492188,-1.014679,5.941449,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.98761, 20.335938, 6.956056]","[20.335938, 6.956055, 5.987611]","[6.956055, 5.98761, 20.335938]","[2.993805, 10.167982, 3.478064]","[8.981415, 30.503942, 10.434192]","[11.97522, 40.671926, 13.912257]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
932,932.0,B_WNG_A_R,TITAN HEAVY BOOSTER (R),Corvette,Wings,B_WNG_A_R,^B_WNG_A,BIGGS_RWING,prop/detail or unclassified,models/corvette/B_WNG_A_R.fbx,CORVETTE,5.98761,6.956055,20.335938,"[5.98761, 6.956055, 20.335938]","[5.98761, 20.335963, 6.956128]","[5.98761, 6.956055, 20.335938]","[-2.947601, 2.463379, -1.675781]","[2.947601, -2.463379, 1.675781]",-11.84375,8.492188,-1.014679,5.941449,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.98761, 20.335938, 6.956056]","[20.335938, 6.956055, 5.987611]","[6.956055, 5.98761, 20.335938]","[2.993805, 10.167982, 3.478064]","[8.981415, 30.503942, 10.434192]","[11.97522, 40.671926, 13.912257]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
933,933.0,B_WNG_B,THUNDERBIRD LANDING THRUSTERS,Corvette,Wings,B_WNG_B,,BIGGS_LWING_J,prop/detail or unclassified,models/corvette/B_WNG_B.fbx,CORVETTE,4.105104,7.037109,11.765625,"[4.105104, 7.037109, 11.765625]","[4.105104, 11.765651, 7.037152]","[4.105103, 7.037109, 11.765625]","[1.824402, 3.549805, 0.0]","[-1.824402, -3.549805, -0.0]",-5.882812,5.882813,0.03123,7.068381,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[4.105104, 11.765625, 7.03711]","[11.765625, 7.037108, 4.105104]","[7.037109, 4.105103, 11.765625]","[2.052552, 5.882826, 3.518576]","[6.157655, 17.648477, 10.555727]","[8.210207, 23.531302, 14.074303]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
934,934.0,B_WNG_B_R,THUNDERBIRD LANDING THRUSTERS (R),Corvette,Wings,B_WNG_B_R,^B_WNG_B,BIGGS_RWING_J,prop/detail or unclassified,models/corvette/B_WNG_B_R.fbx,CORVETTE,4.105103,7.037109,11.765625,"[4.105103, 7.037109, 11.765625]","[4.105103, 11.765651, 7.037152]","[4.105103, 7.037109, 11.765625]","[-1.824401, 3.549805, 0.0]","[1.824401, -3.549805, -0.0]",-5.882812,5.882813,0.031229,7.068381,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[4.105103, 11.765625, 7.03711]","[11.765625, 7.037109, 4.105103]","[7.03711, 4.105103, 11.765625]","[2.052551, 5.882826, 3.518576]","[6.157654, 17.648477, 10.555727]","[8.210205, 23.531302, 14.074304]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
935,935.0,B_WNG_C,AMBASSADOR HEAVY BOOSTER,Corvette,Wings,B_WNG_C,,BIGGS_LWING_O,prop/detail or unclassified,models/corvette/B_WNG_C.fbx,CORVETTE,9.960938,5.445312,22.6875,"[9.960938, 5.445312, 22.6875]","[9.960938, 22.68752, 5.445395]","[9.960938, 5.445312, 22.6875]","[4.980469, 0.640625, 2.320312]","[-4.980469, -0.640625, -2.320312]",-9.023438,13.664062,-2.082081,3.363314,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[9.960938, 22.6875, 5.445314]","[22.6875, 5.445312, 9.960939]","[5.445313, 9.960938, 22.6875]","[4.980469, 11.34376, 2.722697]","[14.941406, 34.03128, 8.168092]","[19.921875, 45.37504, 10.890789]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
936,936.0,B_WNG_C_R,AMBASSADOR HEAVY BOOSTER (R),Corvette,Wings,B_WNG_C_R,^B_WNG_C,BIGGS_RWING_O,prop/detail or unclassified,models/corvette/B_WNG_C_R.fbx,CORVETTE,9.960938,5.445312,22.6875,"[9.960938, 5.445312, 22.6875]","[9.960938, 22.68752, 5.445395]","[9.960938, 5.445312, 22.6875]","[-4.980469, 0.640625, 2.320312]","[4.980469, -0.640625, -2.320312]",-9.023438,13.664062,-2.082081,3.363314,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[9.960938, 22.6875, 5.445314]","[22.6875, 5.445312, 9.960938]","[5.445313, 9.960938, 22.6875]","[4.980469, 11.34376, 2.722697]","[14.941406, 34.03128, 8.168092]","[19.921875, 45.37504, 10.890789]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
937,937.0,B_WNG_D,THUNDERBIRD HEAVY BOOSTER,Corvette,Wings,B_WNG_D,,BIGGS_LWING_O,prop/detail or unclassified,models/corvette/B_WNG_D.fbx,CORVETTE,8.710938,6.064453,16.308594,"[8.710938, 6.064453, 16.308594]","[8.710938, 16.308616, 6.064512]","[8.710938, 6.064453, 16.308594]","[4.355469, 0.59668, -0.251953]","[-4.355469, -0.59668, 0.251953]",-8.40625,7.902344,-2.435575,3.628937,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[8.710938, 16.308594, 6.064454]","[16.308594, 6.064453, 8.710938]","[6.064454, 8.710938, 16.308594]","[4.355469, 8.154306, 3.032256]","[13.066406, 24.462922, 9.096768]","[17.421875, 32.617233, 12.129025]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
938,938.0,B_WNG_D_R,THUNDERBIRD HEAVY BOOSTER (R),Corvette,Wings,B_WNG_D_R,^B_WNG_D,BIGGS_RWING_O,prop/detail or unclassified,models/corvette/B_WNG_D_R.fbx,CORVETTE,8.710938,6.064453,16.308594,"[8.710938, 6.064453, 16.308594]","[8.710938, 16.308616, 6.064512]","[8.710938, 6.064453, 16.308594]","[-4.355469, 0.59668, -0.251953]","[4.355469, -0.59668, 0.251953]",-8.40625,7.902344,-2.435575,3.628937,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[8.710938, 16.308594, 6.064454]","[16.308594, 6.064453, 8.710938]","[6.064454, 8.710938, 16.308594]","[4.355469, 8.154306, 3.032256]","[13.066406, 24.462922, 9.096768]","[17.421875, 32.617233, 12.129025]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
939,939.0,B_WNG_E,OSPREY WING MODULE (E),Corvette,Wings,B_WNG_E,,BIGGS_LWING_C,prop/detail or unclassified,models/corvette/B_WNG_E.fbx,CORVETTE,6.0,3.0,11.296875,"[6.0, 3.0, 11.296875]","[6.0, 11.296885, 3.000041]","[6.0, 3.0, 11.296875]","[3.0, 0.0, 0.0]","[-3.0, 0.0, 0.0]",-5.648438,5.648438,-1.500021,1.500021,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 11.296875, 3.0]","[11.296875, 3.0, 6.000001]","[3.0, 6.0, 11.296875]","[3.0, 5.648441, 1.500021]","[9.0, 16.945329, 4.500062]","[12.0, 22.593772, 6.000082]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
940,940.0,B_WNG_E_R,OSPREY WING MODULE (R),Corvette,Wings,B_WNG_E_R,^B_WNG_E,BIGGS_RWING_C,prop/detail or unclassified,models/corvette/B_WNG_E_R.fbx,CORVETTE,6.0,3.0,11.296875,"[6.0, 3.0, 11.296875]","[6.0, 11.296885, 3.000041]","[6.0, 3.0, 11.296875]","[-3.0, 0.0, 0.0]","[3.0, 0.0, 0.0]",-5.648438,5.648438,-1.500021,1.500021,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 11.296875, 3.0]","[11.296875, 3.0, 6.000001]","[3.0, 6.0, 11.296875]","[3.0, 5.648441, 1.500021]","[9.0, 16.945329, 4.500062]","[12.0, 22.593772, 6.000082]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
941,941.0,B_WNG_F,AMBASSADOR SUBLIGHT THRUSTER,Corvette,Wings,B_WNG_F,,BIGGS_LWING_O,light/accent,models/corvette/B_WNG_F.fbx,CORVETTE,5.8125,5.189941,14.121094,"[5.8125, 5.189941, 14.121094]","[5.8125, 14.121112, 5.189993]","[5.8125, 5.189941, 14.121094]","[2.90625, 2.135498, 0.900391]","[-2.90625, -2.135498, -0.900391]",-6.160156,7.960938,-0.459501,4.730491,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.8125, 14.121094, 5.189942]","[14.121094, 5.189941, 5.812501]","[5.189942, 5.8125, 14.121094]","[2.90625, 7.060555, 2.594996]","[8.71875, 21.18167, 7.784989]","[11.625, 28.242226, 10.379985]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
942,942.0,B_WNG_F_R,AMBASSADOR SUBLIGHT THRUSTER (R),Corvette,Wings,B_WNG_F_R,^B_WNG_F,BIGGS_RWING_O,light/accent,models/corvette/B_WNG_F_R.fbx,CORVETTE,5.8125,5.189941,14.121094,"[5.8125, 5.189941, 14.121094]","[5.8125, 14.121112, 5.189993]","[5.8125, 5.189941, 14.121094]","[-2.90625, 2.135498, 0.900391]","[2.90625, -2.135498, -0.900391]",-6.160156,7.960938,-0.459501,4.730491,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.8125, 14.121094, 5.189942]","[14.121094, 5.189941, 5.812501]","[5.189942, 5.8125, 14.121094]","[2.90625, 7.060555, 2.594996]","[8.71875, 21.18167, 7.784989]","[11.625, 28.242226, 10.379985]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
943,943.0,B_WNG_G,TITAN WING MODULE,Corvette,Wings,B_WNG_G,,BIGGS_LWING_C,prop/detail or unclassified,models/corvette/B_WNG_G.fbx,CORVETTE,6.0,3.013672,11.40625,"[6.0, 3.013672, 11.40625]","[6.0, 11.40626, 3.013713]","[6.0, 3.013672, 11.40625]","[3.0, 0.0, 0.0]","[-3.0, 0.0, 0.0]",-5.703125,5.703125,-1.506857,1.506857,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 11.40625, 3.013672]","[11.40625, 3.013672, 6.000001]","[3.013672, 6.0, 11.40625]","[3.0, 5.703129, 1.506857]","[9.0, 17.109391, 4.52057]","[12.0, 22.812522, 6.027426]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
944,944.0,B_WNG_G_R,TITAN WING MODULE (R),Corvette,Wings,B_WNG_G_R,^B_WNG_G,BIGGS_RWING_C,prop/detail or unclassified,models/corvette/B_WNG_G_R.fbx,CORVETTE,6.0,3.013672,11.406251,"[6.0, 3.013672, 11.406251]","[6.0, 11.406261, 3.013713]","[6.0, 3.013672, 11.406251]","[-3.0, 0.0, 0.0]","[3.0, 0.0, -0.0]",-5.703125,5.703126,-1.506857,1.506857,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 11.406251, 3.013672]","[11.406251, 3.013672, 6.000001]","[3.013672, 6.0, 11.406251]","[3.0, 5.703131, 1.506857]","[9.0, 17.109393, 4.52057]","[12.0, 22.812524, 6.027426]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
945,945.0,B_WNG_H,TITAN SUBLIGHT THRUSTER,Corvette,Wings,B_WNG_H,,BIGGS_LWING_C,light/accent,models/corvette/B_WNG_H.fbx,CORVETTE,6.0,2.992188,9.626953,"[6.0, 2.992188, 9.626953]","[6.0, 9.626964, 2.992222]","[6.0, 2.992188, 9.626953]","[3.0, 0.0, 0.881836]","[-3.0, 0.0, -0.881836]",-3.931641,5.695312,-1.496114,1.496108,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 9.626953, 2.992188]","[9.626953, 2.992188, 6.000001]","[2.992188, 6.0, 9.626953]","[3.0, 4.81348, 1.496111]","[9.0, 14.440446, 4.488334]","[12.0, 19.253928, 5.984445]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
946,946.0,B_WNG_H_R,TITAN SUBLIGHT THRUSTER (R),Corvette,Wings,B_WNG_H_R,^B_WNG_H,BIGGS_RWING_C,light/accent,models/corvette/B_WNG_H_R.fbx,CORVETTE,6.0,2.992188,9.626953,"[6.0, 2.992188, 9.626953]","[6.0, 9.626964, 2.992222]","[6.0, 2.992188, 9.626953]","[-3.0, 0.0, 0.881836]","[3.0, 0.0, -0.881836]",-3.931641,5.695312,-1.496114,1.496108,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 9.626953, 2.992188]","[9.626954, 2.992188, 6.0]","[2.992188, 6.0, 9.626953]","[3.0, 4.81348, 1.496111]","[9.0, 14.440446, 4.488334]","[12.0, 19.253928, 5.984445]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
947,947.0,B_WNG_I,ARCADIA S-FOIL,Corvette,Wings,B_WNG_I,,BIGGS_LWING_C,prop/detail or unclassified,models/corvette/B_WNG_I.fbx,CORVETTE,5.639784,4.981445,10.597656,"[5.639784, 4.981445, 10.597656]","[5.639784, 10.597674, 4.981484]","[5.639784, 4.981445, 10.597656]","[2.816827, 1.407715, -0.630859]","[-2.816827, -1.407715, 0.630859]",-5.929688,4.667969,-1.083025,3.898459,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.639784, 10.597656, 4.981446]","[10.597657, 4.981445, 5.639784]","[4.981446, 5.639784, 10.597656]","[2.819892, 5.298838, 2.490742]","[8.459676, 15.896513, 7.472226]","[11.279568, 21.195349, 9.962967]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
